text,sentiment,clean_text
"wajib mampir ke sini jika kalian berkunjung ke bandung . terletak di lembang sekitar 2 jam dari kota bandung . suasana nyaman dengan hawa sejuk pegunungan , banyak tempat yang bagus untuk mengabadikan foto-foto . di sini juga terdapat suvenir stop dan juga food court untuk makan dan minum teh atau kopi dengan sistem pembayaran dengan voucher . tentunya untuk mendapatkan voucher ini harus dibeli terlebih dahulu ya .",positive,wajib mampir berkunjung bandung terletak lembang jam kota bandung suasana nyaman hawa sejuk pegunungan bagus mengabadikan fotofoto suvenir stop food court makan minum teh kopi sistem pembayaran voucher voucher dibeli ya
"dosen itu tugas nya membimbing mahasiswa dalam hal akademisi , kok malah ikutan mca . digaji pemerintah pula .",negative,dosen tugas nya membimbing mahasiswa akademisi ikutan mca digaji pemerintah
"nyesel pilih jokowi , bilangin ke jokowi ya , inti nya pedagang sini menyesal milih dia",negative,nyesel pilih jokowi bilangin jokowi ya inti nya pedagang menyesal milih
"pengalaman pertama saya datang ke padma bandung , memang agak sulit akses nya untuk orang awam seperti saya . tapi semuanya terbayar ketika saya makan siang bersama teman saya . makanan nya enak , pemandangan nya bagus , pelayanan nya luar biasa dan saya dapat meja yang pas untuk menikmati pemandangan sambil makan siang . terima kasih untuk mas shandy dan mbak era . selanjutnya tim saya bakal balik lagi untuk makan siang .",positive,pengalaman padma bandung sulit akses nya orang awam terbayar makan siang teman makanan nya enak pemandangan nya bagus pelayanan nya meja pas menikmati pemandangan makan siang terima kasih mas shandy mbak era tim makan siang
"kalau ke sini wajib banget beli terong goreng nya , tempat nya juga enak ada yang lesehan , hindari jam makan siang kalau mau ke sini karena penuh banget",positive,wajib banget beli terong goreng nya nya enak lesehan hindari jam makan siang penuh banget
"jangankan bisa pacaran , bisa menelepon kamu saja senang banget kayak menang kuis indosat galileo .",positive,pacaran menelepon senang banget kayak menang kuis indosat galileo
kpk periksa intensif bupati hot yang kena ott,neutral,kpk periksa intensif bupati hot kena ott
restoran yang terletak di dalam kartika sari dago ini mempunyai beragam menu makanan dan minuman . makanan yang disajikan mempunyai citra rasa yang baik .,positive,restoran terletak kartika sari dago beragam menu makanan minuman makanan disajikan citra
restoran ini hanya buka sore hari dan setiap senin libur . yang enak di sini bihun goreng dan kwetiau goreng nya . bacang nya pun salah satu yang terenak di bandung .,positive,restoran buka sore senin libur enak bihun goreng kwetiau goreng nya bacang nya salah terenak bandung
ciri-ciri orang yang suka menggunjing orang lain yang ada dibawah nya . tidak cocok jadi presiden,negative,ciriciri orang suka menggunjing orang dibawah nya cocok presiden
"kami mengunjungi tempat ini saat menginap di salah satu hotel di bandung , lokasi ramen cemen di daerah cihampelas , saat itu saya beef spicy ramen dan ice lemon tea , rasanya enak dan harga nya pun cukup terjangkau .",positive,mengunjungi menginap salah hotel bandung lokasi ramen cemen daerah cihampelas beef spicy ramen ice lemon tea enak harga nya terjangkau
"tempat nya nyaman . banyak mahasiswa yang nongkrong sambil belajar dan makan tentunya di kafe ini . memang nyaman banget buat diskusi atau mengerjakan tugas bahkan untuk sekadar baca novel . menu favorit ku di cabe rawit ini udang kremes . aku suka banget . udang nya yang masih segar dilumuri kremes telur top banget . apalagi dimakan nya dengan sambal lencon khas kafe ini , wah sedap . :",positive,nya nyaman mahasiswa nongkrong belajar makan kafe nyaman banget diskusi tugas baca novel menu favorit ku cabe rawit udang kremes suka banget udang nya segar dilumuri kremes telur top banget dimakan nya sambal lencon khas kafe sedap
pesan pasta dengan saus putih tapi saus nya kurang kental dan kurang rasa . kalau pasta nya sih dimasak nya pas tidak terlalu lunak cuma rasa saus nya kurang enak . salmon nya juga bumbu nya tidak enak . sangat mengecewakan .,negative,pesan pasta saus putih saus nya kental pasta nya sih dimasak nya pas lunak saus nya enak salmon nya bumbu nya enak mengecewakan
driver-driver semakin tidak profesional .,negative,driverdriver profesional
"kafe ini selalu ramai pengunjung . harga yang ramah di kantong tetapi dengan rasa yang enak di lidah . rekomendasi banget lagi . tempat nya pun bersih , jadi betah berlama-lama tanpa takut kantong jebol hehe",positive,kafe ramai pengunjung harga ramah kantong enak lidah rekomendasi banget nya bersih betah berlamalama takut kantong jebol hehe
beli sabun sama shampo di ujenk harga nya mahal sekali,negative,beli sabun shampo ujenk harga nya mahal
"uni nya sudah tidak betah , dan dia nya sudah bosan , maka dari itu terjadilah perpecahan dan ketidakcocokan . lalu putus untuk , untuk",negative,uni nya betah nya bosan perpecahan ketidakcocokan putus
ayam goreng tempo dulu . adalah dulu nya disebut ayam pompa . waktu letak nya dibelakang yang sekarang . ayam nya gurih stop nya juga enak .,positive,ayam goreng tempo nya ayam pompa letak nya dibelakang ayam nya gurih stop nya enak
"gampang marah kalau pakai indosat , di kota besar / kecil pun sama , sama-sama parah .",negative,gampang marah pakai indosat kota samasama parah
"hampir setiap minggu mampir beli bubur apa amis . di jalan padjadjaran , jalan merdeka , jalan suryasoemantri dan di bale endah . bubur nya kentel dengan potongan ayam suwir , cakue tambahan telur dan ati ampela jika suka . jus jeruk , sirsak bahkan wortel bisa dipesan . tempat nya sederhana dan membuat nyaman .",positive,minggu mampir beli bubur amis jalan padjadjaran jalan merdeka jalan suryasoemantri bale endah bubur nya kentel potongan ayam suwir cakue tambahan telur ati ampela suka jus jeruk sirsak wortel dipesan nya sederhana nyaman
ata stop menjual peralatan rumah tangga berkualitas,neutral,ata stop menjual peralatan rumah tangga berkualitas
"tempat nya unik , semua makanan kita bakar-bakar sendiri di tempat yang disediakan disetiap meja menggunakan bata bara . kualitas daging , lumayan baik . bumbu cukup meresap . harga menengah ke atas . porsi terlalu sedikit , tips terbaik adalah dengan memilih paket grup . untuk penggemar daging kambing guling , di sini termasuk pilihan yang patut jadi pertimbangan .",positive,nya unik makanan bakarbakar disediakan disetiap meja bata bara kualitas daging lumayan bumbu meresap harga menengah porsi tips terbaik memilih paket grup penggemar daging kambing guling pilihan patut pertimbangan
"salah satu resto yang memiliki konsep pedesaan klasik eropa , dengan musik jerman / belanda klasik yang mengiringi kita sepanjang kita bersantap membuat suasana semakin menarik untuk datang kembali ke resto ini daftar menu terdapat berbagai macam pilihan , terbanyak adalah makanan barat tetapi tidak perlu kawatir karena ada indonesian makanan dan asian makanan yang terdapt di resto ini , secara umum makan nya sudah sesuai .",positive,salah resto memiliki konsep pedesaan klasik eropa musik jerman belanda klasik mengiringi bersantap suasana menarik resto daftar menu pilihan makanan barat kawatir indonesian makanan asian makanan terdapt resto makan nya sesuai
"new papar kitchn loung cafe di paris van java . rasanya sudah tutup ya . waktu buka cukup ramai , apa lagi malam minggu banyak pengunjung , makanan nya cukup enak sih",positive,new papar kitchn loung cafe paris van java tutup ya buka ramai malam minggu pengunjung makanan nya enak sih
ulah sendiri kok gubernur yang disalahkan dasar otak hewan . semoga kalian diberi kesadaran .,negative,ulah gubernur disalahkan dasar otak hewan semoga kesadaran
"salah satu tempat makan sunda favorit , selain harga nya murah dan banyak cabang nya pula , makanan nya lumayan enak dan bervariasi . yang paling enak sih sambel nya , lumayan pedas sesuai lidah orang sunda",positive,salah makan sunda favorit harga nya murah cabang nya makanan nya lumayan enak bervariasi enak sih sambel nya lumayan pedas sesuai lidah orang sunda
"saya terkesan dengan menu yang ditawarkan oleh le marly yang eropa banget . rasanya enak dan memuaskan lidah , bahkan daging steak lokal di sini pun sama empuk nya dengan daging steak impor .",positive,terkesan menu ditawarkan le marly eropa banget enak memuaskan lidah daging steak lokal empuk nya daging steak impor
"posisi nya di samping itb , di depan warung pasta . sushi nya standar , harga nya juga pas sama kantong mahasiswa . pilihan menu sushi nya beragam . paling enak yang salmon .",positive,posisi nya samping itb warung pasta sushi nya standar harga nya pas kantong mahasiswa pilihan menu sushi nya beragam enak salmon
"waktu ke sana malam hari , view nya ke kota bandung dengan latar lampu lampu rumah penduduk .",positive,malam view nya kota bandung latar lampu lampu rumah penduduk
berdikari dalam ekonomi . berdaulat dalam politik . berkepribadian dalam kebudayaan . terlibas reee . polusi mental .,neutral,berdikari ekonomi berdaulat politik berkepribadian kebudayaan terlibas reee polusi mental
"minum nya lama sampai 30 menit lebih , setelah sampai semua minuman nya terlalu manis , amat sangat tidak menyarankan",negative,minum nya menit minuman nya manis menyarankan
ini batagor favorit di bandung . sampai-sampai kalau ke sini pasti tidak pernah lupa buat bungkus . dan sering juga nitip beliin sama teman .,positive,batagor favorit bandung sampaisampai lupa bungkus nitip beliin teman
"oke , terima kasih kakak atas info nya .",neutral,oke terima kasih kakak info nya
memersepsikan dpr yang kontributif dan produktif,neutral,memersepsikan dpr kontributif produktif
"kafe dan restorant the jam sibuk lokasi nya di bandung utara . pandangan nya ke kota bandung indah sekali , apa lagi di malam hari , dengan warna lampu yang kedap kedip . makanan dan minuman nya oke oke",positive,kafe restorant the jam sibuk lokasi nya bandung utara pandangan nya kota bandung indah malam warna lampu kedap kedip makanan minuman nya oke oke
"tempat nya bagus dan tersedia banyak jenis makanan dari makanan barat , japanese dan ramen . makanan nya enak dan harga nya juga sesuai . musik nya juga enak . cuma layanan nya harus ditingkatkan lebih baik .",positive,nya bagus tersedia jenis makanan makanan barat japanese ramen makanan nya enak harga nya sesuai musik nya enak layanan nya ditingkatkan
"pertama datang ketempat ini makan malam untuk anniversary . tempat bagus , romantis dan udara nya sejuk . untuk makanan juga oke banget",positive,ketempat makan malam anniversary bagus romantis udara nya sejuk makanan oke banget
"bukan rom china , awal abad 5 digit .",negative,rom china abad digit
"positif : harga murah , rasa lumayan , pelayanan ramah , mie nya bagus tekstur nya .",positive,positif harga murah lumayan pelayanan ramah mie nya bagus tekstur nya
"patrick effendy ditawarkan projek ini pada tahun 2014 lalu , dan dapat direalisasikan tahun 2016 .",neutral,patrick effendy ditawarkan projek direalisasikan
"suasana yang nyaman dan atmosfir yang menyegarkan menambah sensai makan malam , makan siang dan sarapan di the restaurang padma hotel . cita rasa masakan yang sedap ditambah pelayanan dari crew the restaurang padma hotel sangat mengagumkan .",positive,suasana nyaman atmosfir menyegarkan menambah sensai makan malam makan siang sarapan the restaurang padma hotel cita masakan sedap ditambah pelayanan crew the restaurang padma hotel mengagumkan
pemandangan nya bagus banget . interior nya unik . kalau untuk makanan sih rata-rata . tempat nya luas . cocok untuk kumpul bareng teman-teman,positive,pemandangan nya bagus banget interior nya unik makanan sih ratarata nya luas cocok kumpul bareng temanteman
"masakan nya ala belanda zaman dulu , ada juga masakan china peranakan . tempat nya asyik dan unik . harga juga tidak hal mahal amat . cocok buat kongkow dengan teman",positive,masakan nya ala belanda zaman masakan china peranakan nya asyik unik harga mahal cocok kongkow teman
"saya memesan nasi uduk dan juice stroberi super gede kemarin . untuk rasa , memang sangat enak dan jus nya sangat segar dan menguntungkan karena memang sangat gede porsi nya ! terdapat banyak variasi makanan juga di sini , suasana kafe juga cukup tenang , bersih , dan terdapat area di luar yang sangat luas .",positive,memesan nasi uduk juice stroberi super gede kemarin enak jus nya segar menguntungkan gede porsi nya variasi makanan suasana kafe tenang bersih area luas
"saya mencoba menu mi yamin di batagor kingsley , rasanya enak tetapi harga nya relatif mahal untuk ukuran mi yamin . saya pun membeli oleh-oleh batagor kingsley , harga nya tergolong mahal , 1 porsi isi 3 buah = rp 40.500 , - dengan ukuran yang relatif kecil . batagor di depan kartika sari dago bisa dijadikan alternatif makan batagor di bandung :",negative,mencoba menu mi yamin batagor kingsley enak harga nya relatif mahal ukuran mi yamin membeli oleholeh batagor kingsley harga nya tergolong mahal porsi isi buah rp ukuran relatif batagor kartika sari dago dijadikan alternatif makan batagor bandung
jokowi adalah satu-satunya presiden yang tidak dihormati dan tidak disegani oleh partai pendukung nya sendiri .,negative,jokowi satusatunya presiden dihormati disegani partai pendukung nya
"anjinglah , jokowi capruk , prabowo sama nya expressionlessface buang buang duit rakyat doang bgst",negative,anjinglah jokowi capruk prabowo nya expressionlessface buang buang duit rakyat doang bgst
"nns untuk home 93 juga kita pakai velvet loh , tinggi kualitas . dijamin tidak akan nyesel deh : d aku jadi saksi nya .",positive,nns home pakai velvet loh kualitas dijamin nyesel deh d saksi nya
"saya ke sini bulan oktober 2015 bersama dengan teman-teman . pemandangan nya keren , hawa nya sejuk dan makanan nya enak . tempat nya unik karena terdapat taman bunga , perahu di danau , restoran yang bertingkat dan makanan yang bervariasi .",positive,oktober temanteman pemandangan nya keren hawa nya sejuk makanan nya enak nya unik taman bunga perahu danau restoran bertingkat makanan bervariasi
